Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,RV,imp_vol,VRP,VRP_std,VRP_mean
2024-02-29,179.8032416793367,181.09272563911944,178.07731559759787,179.28744506835938,136682600,0.0,0.0,-0.0036931026132046,0.1239149367207097,1.1185909685319182,0.9946760318112084,0.49514634455927037,0.4912511528865268
2024-03-01,178.09715778019478,179.06922378267282,175.94471834990426,178.20626831054688,73563100,0.0,0.0,-0.0060304097556873,0.1129696518061494,1.1239484709963914,1.010978819190242,0.502046548687512,0.5333561837001206
2024-03-04,174.72468891388633,175.46862034292982,172.3837840784165,173.68319702148438,81510100,0.0,0.0,-0.0253811009676745,0.1402161766074277,1.1797836651410682,1.0395674885336406,0.49868173860440745,0.5845427312488122
2024-03-05,169.37829007310003,170.6479317427376,168.24751498810025,168.74346923828125,95132400,0.0,0.0,-0.0284410228963719,0.1587834809613969,0.2238692913543655,0.0650858103929686,0.49906964600474524,0.584186251229277
2024-03-06,169.67589212668713,169.85444355498137,167.3151446841487,167.7515869140625,68587700,0.0,0.0,-0.0058780486658012,0.1506639760714155,0.2191344598258415,0.06847048375442602,0.4942967818780514,0.5882215933621634
2024-03-07,167.78130279152694,169.34851990765398,167.12665473872153,167.6325225830078,71765100,0.0,0.0,-0.0007097657509236,0.1500397027731891,0.2189517287558625,0.0689120259826734,0.4891019222712222,0.5925206378298145
2024-03-08,167.6325286145872,172.29449531822434,167.57301652903823,169.34852600097656,76267000,0.0,0.0,0.0102366974589851,0.1601849359109823,0.2194806828926117,0.0592957469816294,0.4838882408056295,0.5966962391902755
2024-03-11,171.54066841678448,172.96901916174485,170.65787040570808,171.35220336914062,60139500,0.0,0.0,0.011831678819292,0.168031987421922,0.224665129446174,0.056633142024252014,0.4787324977293763,0.6007429678907129
2024-03-12,171.74893835615396,172.62182261661565,169.62625492438514,171.8282928466797,59825400,0.0,0.0,0.002778426353313,0.1689459635575881,0.2162377545976842,0.04729179104009612,0.47373348941246063,0.6045538993100005
2024-03-13,171.37204497358655,171.78864474969012,169.37829909505535,169.7453155517578,52488700,0.0,0.0,-0.0121224349052951,0.1694694556570031,0.2041591278661323,0.03468967220912919,0.4688660013366562,0.608141118839623
2024-03-14,171.51090581587792,172.8995716896694,170.65786388331372,171.6001739501953,72913500,0.0,0.0,0.0109273024260392,0.1773068172429922,0.2193263073431027,0.042019490100110524,0.4656051904272048,0.6105868507520942
2024-03-15,169.7849566919112,171.2232208251953,168.9120724685351,171.2232208251953,121752700,0.0,0.0,-0.0021966943058543,0.1772515291773213,0.2193790313346892,0.04212750215736791,0.47469706244116233,0.5649159577487238
2024-03-18,174.1493830977455,176.27206668827822,172.11596763998543,172.31434631347656,75604200,0.0,0.0,0.0063725322010803,0.1791141820389519,0.2318002320679193,0.052686050028967396,0.4780001697445083,0.519249499864399
2024-03-19,172.92933186407737,175.18096849600929,171.62993409357304,174.65525817871094,55215200,0.0,0.0,0.0135851246011504,0.187617859297257,0.2279566035570601,0.040338744259803105,0.47640832801784555,0.47217883308153114
2024-03-20,174.2981469011337,177.22427368164062,173.67323975994282,177.22427368164062,53423100,0.0,0.0,0.0147090647583081,0.1953790341463709,0.2404898854079526,0.04511085126158171,0.46974883261761247,0.42541087700501345
2024-03-21,175.61740074055217,176.05384289670778,169.45764237357878,169.9833526611328,106181300,0.0,0.0,-0.0408573886075851,0.2356689748909233,0.2359567529678404,0.0002877780769171001,0.461018966363662,0.377285044718268
2024-03-22,170.3702353351175,171.64980605246464,168.68399354771762,170.8860321044922,71160100,0.0,0.0,0.0053103991021925,0.2363569320161086,0.2253338157966077,-0.011023116219500917,0.44755054774330955,0.3288694341867401
2024-03-25,169.1898266673456,170.54873636107317,168.0788789435942,169.46755981445312,54288300,0.0,0.0,-0.0083006918270049,0.2365989104756126,0.214667912887663,-0.021930997587949613,0.4273811396170393,0.2793414917269246
2024-03-26,168.62443878704727,170.0329469889122,168.20783904863555,168.3367919921875,57388400,0.0,0.0,-0.0066724736197516,0.2333360820760414,0.2027393012258052,-0.030596780850236205,0.4000832389279657,0.2293736214881798
2024-03-27,169.03112531152695,172.19531573949365,168.7335497446837,171.90765380859375,60273300,0.0,0.0,0.0212126046489704,0.2488874359153073,0.213793015363394,-0.03509442055191328,0.3621331873546736,0.17847630562977068
2024-03-28,170.36028779920613,170.8363996494882,169.13031578937776,170.09246826171875,65672700,0.0,0.0,-0.0105590734714817,0.2506333482167728,0.205757837926289,-0.04487551029048381,0.309612587506877,0.12649872852468608
2024-04-01,169.80480748103986,169.86431956551354,168.10863739693175,168.65419006347656,46240500,0.0,0.0,-0.0084558605853677,0.2512324483954868,0.2058001413011492,-0.0454323070943376,0.2308786602422368,0.07367817221045708
2024-04-02,167.71190995116913,167.9698007416,166.8687815767491,167.47384643554688,49329500,0.0,0.0,-0.0069986024508815,0.2372379784765239,0.2693432274550521,0.032105248978528234,0.04028274261690999,0.023305060232701465
2024-04-03,167.42424073989756,169.29894733031932,167.2159484161416,168.27728271484375,47691700,0.0,0.0,0.0047973835700136,0.2159512358479177,0.2636069548020849,0.0476557189541672,0.039512436945387,0.022433555660761394
2024-04-04,168.91207088207483,170.52888638010077,167.4539794921875,167.4539794921875,53704400,0.0,0.0,-0.0048925393218488,0.2156265382257081,0.2764693769333867,0.06084283870767859,0.03907912757021221,0.022052173408424025
2024-04-05,168.217753601793,169.01128340394683,167.58293278713433,168.2078399658203,42104800,0.0,0.0,0.0045018964369729,0.2161919177409181,0.2723462239409362,0.05615430620001813,0.03837169854016038,0.02141428741929126
2024-04-08,167.66228381393842,167.83090643391947,166.87868279928273,167.08697509765625,37425500,0.0,0.0,-0.0066635709036618,0.2141619442958284,0.2692681470522129,0.055106202756384504,0.03816489175776055,0.021204810208029015
2024-04-09,167.33495148030394,168.70378997636425,166.98779260608748,168.29710388183594,42373800,0.0,0.0,0.0072425081815767,0.21123260701846,0.2633662224318019,0.05213361541334191,0.03795775512184682,0.020979833877483513
2024-04-10,167.43415997850798,167.72180678766216,165.75783217031642,166.4224090576172,49709300,0.0,0.0,-0.011139198363954,0.2138540048357066,0.2705288033538603,0.05667479851815371,0.038355979204110206,0.021448984251386388
2024-04-11,166.97785862713312,174.04025682035402,166.79932237773104,173.62364196777344,91070300,0.0,0.0,0.0432708128126129,0.262301005402454,0.3013554395972992,0.03905443419484522,0.038447589183317754,0.02166722235067219
2024-04-12,172.8499808741194,176.9168120397123,172.80039755418966,175.1214599609375,101670900,0.0,0.0,0.0086268089770982,0.2613016390407778,0.3137886596969823,0.052487020656204475,0.03880876994716394,0.022190598878476887
2024-04-15,173.94107267383276,175.20080068867838,171.10421379905583,171.2926788330078,73531800,0.0,0.0,-0.0218635747371209,0.2736698724958645,0.3262675992765347,0.052597726780670206,0.03916088536319142,0.022714110109642006
2024-04-16,170.360294137519,172.35402488220237,166.9084566077323,168.0094757080078,73711200,0.0,0.0,-0.0191672122087644,0.2809020428611696,0.3282658121260441,0.04736376926487451,0.03896408338488846,0.02244799607143736
2024-04-17,168.2375828566437,169.2691609240719,166.64060974121094,166.64060974121094,50901200,0.0,0.0,-0.0081475521605454,0.2763733333697188,0.3198570878152963,0.043483754445577505,0.03904634614056571,0.02260524658072608
2024-04-18,166.67037984876308,167.27544462394533,165.20235954360626,165.68838500976562,43122900,0.0,0.0,-0.0057142417621016,0.2692136677139817,0.3190277963992493,0.04981412868526758,0.03920287366886999,0.022840410451910376
2024-04-19,164.86513304300607,165.05358296102196,162.75236290762146,163.6649169921875,68149400,0.0,0.0,-0.0122124916448359,0.2328492928855936,0.3110800903061369,0.07823079742054331,0.04068890887435358,0.02673756141909168
2024-04-22,164.18068981978783,165.9066008250168,163.4367584871004,164.4980926513672,48116400,0.0,0.0,0.0050907407310722,0.2327617276708313,0.3121399142467145,0.07937818657588319,0.041290183404610194,0.031257626558860885
2024-04-23,164.01206877643943,165.69831011966792,163.58554027123327,165.5495147705078,49537800,0.0,0.0,0.006391697935179,0.2331635784736295,0.3168643461267558,0.08370076765312628,0.040882408701791315,0.03653921482091468
2024-04-24,165.19244539313124,167.93012271313196,164.86512888648411,167.6523895263672,48251800,0.0,0.0,0.0127023915399238,0.237096011715978,0.3378691408125592,0.1007731290965812,0.04007355516677785,0.043107710318255554
2024-04-25,168.15826264272923,169.22952573993217,166.7894239404159,168.51535034179688,50558300,0.0,0.0,0.0051473218954267,0.2244650476844768,0.3522534514283664,0.12778840374388958,0.039895001991591975,0.0512518515330457
2024-04-26,168.50542350147623,169.95360145871248,167.81107543218243,167.93011474609375,44838400,0.0,0.0,-0.0034728919028212,0.221815312549457,0.3460253986801878,0.12421008613073078,0.0361965030681409,0.05970613135410643
2024-04-29,171.96716217122307,174.60564226594082,171.69935778865286,172.0961151123047,68169400,0.0,0.0,0.0248079409253654,0.2369934390218466,0.4106618108018739,0.1736683717800273,0.035855408079377184,0.07066116529782467
2024-04-30,171.92750782528833,173.57407962239418,168.6244505944639,168.9517822265625,65934800,0.0,0.0,-0.0182707952686224,0.2453426904457797,0.4280257706744025,0.1826830802286228,0.04252260207699954,0.0781900568603294
2024-05-01,168.20784791968214,171.31252641733016,167.74164970644674,167.93011474609375,50383100,0.0,0.0,-0.006047095017315,0.2458729753800691,0.4322629807456732,0.1863900053656041,0.048214315964435525,0.08512677118090124
2024-05-02,171.11413192483198,172.0167723030629,169.50724497899176,171.6299285888672,94214900,0.0,0.0,0.0220318663413496,0.2570728711727947,0.4520075933471749,0.19493472217438018,0.05367388372035127,0.09183136535423633
2024-05-03,185.13970898312533,185.4868830000885,181.1820038934194,181.89617919921875,163224100,0.0,0.0,0.0598162027727924,0.3305368369448433,0.5386120579888964,0.20807522104405313,0.058858712763916375,0.09942741109643807
2024-05-06,180.87450583987064,182.70952732957792,178.96011472526732,180.2396850585937,78569700,0.0,0.0,-0.0091068110826602,0.3317058884059828,0.6839235252139053,0.3522176368079225,0.08057274640139674,0.11428298279901497
2024-05-07,181.96559437964424,183.4038585438568,179.85283976309742,180.9240875244141,77305800,0.0,0.0,0.0037971796588405,0.3314844809750251,0.2084891791276544,-0.12299530184737067,0.09576624924807889,0.10552653693597933
2024-05-08,181.3704783401059,181.58869942461465,179.9817973354757,181.2613677978516,45057100,0.0,0.0,0.0018642087853115,0.326879382204806,0.2106777950192278,-0.11620158718557821,0.10749170637509914,0.09688271765079275
2024-05-09,181.0828227285221,183.1658367406673,180.6364669074405,183.0765686035156,48983000,0.0,0.0,0.010014272912739,0.294215948380294,0.2092774029338899,-0.08493854544640411,0.11435885813524917,0.09068306866873029
2024-05-10,183.6526350835399,183.84135574437508,180.9013327671207,181.81512451171875,50759500,0.25,0.0,-0.0068902541784511,0.2953039001884447,0.2073921698508523,-0.08791173033759242,0.1209463982906794,0.08366313111904043
2024-05-13,184.18898588060125,185.83779081511705,183.3745104951717,185.0233154296875,72044800,0.0,0.0,0.0176453467586079,0.2860461129601151,0.2270551808524385,-0.058990932107676614,0.12496212371397439,0.0780836981746231
2024-05-14,186.24503525163803,187.029714327999,185.0332642686859,186.1655731201172,52393600,0.0,0.0,0.0061735878409538,0.2726374627514655,0.2230827865702302,-0.049554676181235296,0.12805699722381597,0.07323777590231761
2024-05-15,186.6423525539196,189.3638586651008,186.1059869360216,188.4401397705078,70400000,0.0,0.0,0.0122179767841557,0.2688915653720945,0.2405513082733598,-0.028340257098734722,0.12992875715589325,0.069646575325102
2024-05-16,189.18505039119887,189.81080512810087,188.38051724709635,188.55929565429688,52845200,0.0,0.0,0.0006323275069428,0.266059569113002,0.2396360195730333,-0.0264235495399687,0.13164819357471685,0.06583469141384019
2024-05-17,188.2315240914744,189.5227570757438,187.90374851544715,188.589096069336,41282900,0.0,0.0,0.0001580426726546,0.257948047729396,0.2305255431921156,-0.0274225045372804,0.13323481461809464,0.06055202631594899
2024-05-20,188.052749878466,190.6252736665876,187.73490137733788,189.751205444336,44361300,0.0,0.0,0.0061621238938052,0.2578579342105803,0.2448660124518497,-0.012991921758730596,0.1341457331731415,0.05593352089921831
2024-05-21,189.80088903544183,191.4298248674488,189.63203768676544,191.05239868164065,42309400,0.0,0.0,0.0068573648017555,0.2578417459268216,0.2703791602108986,0.012537414284077009,0.134314138413324,0.05237535323076584
2024-05-22,190.97293553544336,191.51922822288097,188.9864276944718,189.61216735839844,34648500,0.0,0.0,-0.0075384100549404,0.2622027702074037,0.2522785356599806,-0.009924234547423083,0.13449548346735732,0.04684048504856563
2024-05-23,189.6916250990905,189.7114944206788,185.370979738518,185.61929321289065,51005900,0.0,0.0,-0.0210581114130752,0.2796502681484742,0.2396857926505332,-0.03996447549794102,0.1344123957705744,0.0384528410864741
2024-05-24,187.54620129756856,189.2943226367172,186.771449342652,188.6983642578125,36327000,0.0,0.0,0.0165880980992123,0.2806630320260541,0.254768370284528,-0.025894661741526104,0.13355993625470453,0.03094760369286126
2024-05-28,190.21804799663707,191.6980017564593,187.82431762786635,188.70831298828125,52280100,0.0,0.0,5.272292904012765e-05,0.2722829587842774,0.2836988628184794,0.011415904034202007,0.12929420782372736,0.02283498030556999
2024-05-29,188.33088121296123,190.9530710228537,188.23154975607,189.0062866210937,53068000,0.0,0.0,0.0015790169923834,0.2588021369423878,0.2935923820161098,0.034790245073722026,0.12378265122270128,0.01544033854782495
2024-05-30,189.4730884200293,190.88350698979508,189.343975732697,189.99951171875,49889100,0.0,0.0,0.0052549844526992,0.2550529121887673,0.3280528639822218,0.07299995179345448,0.11800249894992618,0.009770835869217469
2024-05-31,190.1485307236603,191.2709124904654,188.62885345568,190.9530639648437,75158300,0.0,0.0,0.0050187089296589,0.2482034906973484,0.3253576603786344,0.077154169681286,0.11100697971579551,0.0038818082445627594
2024-06-03,191.5986723140291,193.67458449503025,191.22124613590765,192.72105407714844,50080500,0.0,0.0,0.0092587679694429,0.1446257391044522,0.3515762290562261,0.2069504899517739,0.1108983217981887,0.003825571689948798
2024-06-04,193.3269468870457,194.00236744942592,191.727807432352,193.0389099121093,47471400,0.0,0.0,0.0016493051912931,0.1376184838252415,0.1992963056251567,0.06167782179991521,0.07657796177952204,-0.010701419060451568
2024-06-05,194.0817992315488,195.5716800296083,193.5553758953692,194.5486297607422,54156800,0.0,0.0,0.0078208059158653,0.1384830579489741,0.2080104602271167,0.06952740227814261,0.07376812835451675,-0.0010752838541759028
2024-06-06,194.36985841579607,195.17439165110096,192.86010824182844,193.1680145263672,41181800,0.0,0.0,-0.0070965045401393,0.1435939316735196,0.1990248706450051,0.05543093897148549,0.06953189338454592,0.007506342453677282
2024-06-07,193.33687329712623,195.61143330627965,192.83031924399432,195.561767578125,53103900,0.0,0.0,0.0123920777341275,0.1453226955269037,0.2056295739210011,0.0603068783940974,0.06690371219130563,0.014768613645702358
2024-06-10,195.5716673445734,195.96897795846328,190.8537117900643,191.81716918945312,97010200,0.0,0.0,-0.019147906234668,0.1622944075297708,0.1908875495672076,0.02859314203743679,0.06241424545344478,0.02059385726445382
2024-06-11,192.34360572370616,205.762475197422,192.32375155853347,205.7525329589844,172373300,0.0,0.0,0.0726491993830209,0.2936333802233282,0.2475274389430067,-0.0461059412803215,0.061610852577845154,0.021238106805821572
2024-06-12,205.97105482418647,218.7145040828182,205.50422428227435,211.6326141357422,198134300,0.0,0.0,0.028578414526396,0.3048884316329841,0.3434154502903619,0.03852701865737779,0.059392279780813746,0.02564219154775223
2024-06-13,213.29133517221976,215.2877699355853,210.1725187191793,212.79470825195312,97862700,0.0,0.0,0.0054910918194563,0.3041790723700742,0.2899054825356374,-0.014273589834436773,0.05879969850386837,0.026345524910967123
2024-06-14,212.4073597694496,213.71844708080008,209.87455920751867,211.05653381347656,70122700,0.0,0.0,-0.0081683160862182,0.3079216772886138,0.259101971439615,-0.04881970584899881,0.060057360145241746,0.02522571709551562
2024-06-17,211.93057220447776,217.4729305867233,211.28496325493592,215.20831298828125,93728300,0.0,0.0,0.0196714079388504,0.310934275538745,0.3315261581871204,0.020591882648375415,0.058788296255756364,0.027626436454798415
2024-06-18,216.12210108008887,217.15509356895643,211.56306955662487,212.8443603515625,79943300,0.0,0.0,-0.0109844857008264,0.3172933483127587,0.3155263611939436,-0.0017669871188150665,0.05843261261531087,0.02818768318679419
2024-06-20,212.48678595825905,212.79470737847507,207.4410698062104,208.2654571533203,86172500,0.0,0.0,-0.0215129176581378,0.3318563906473671,0.2959019705882372,-0.03595442005912991,0.060098489216563106,0.02576309146963384
2024-06-21,208.97067049292605,210.4605512222798,205.7127991772072,206.0902404785156,241805100,0.0,0.0,-0.0104444428977165,0.3334141383318522,0.345045291831238,0.011631153499385816,0.05961615570994181,0.026840860871974286
