Date,Stock_Close,Stock_Dividends,r,RV,Call_Close,Call_Sym,Put_Close,Put_Sym,Call_imp_vol,Put_imp_vol,Call_Delta,Call_Gamma,Call_Vega,Call_Theta,Call_Rho,Call_Vanna,Call_Volga,Put_Delta,Put_Gamma,Put_Vega,Put_Theta,Put_Rho,Put_Vanna,Put_Volga,Force_Close
2024-05-15,173.8800048828125,0.0,0.054900000000000004,0.4123651189342965,9.55,O:GOOG240607C00165000,0.75,O:GOOG240607P00165000,0.13071478395065753,0.21903764976829046,0.957273963490446,0.015938196366375165,3.966439017023692,-12.730636130892202,0.09880132603027747,-1.1732647129667242,88.04721787038729,-0.14822589512202533,0.024202672314656296,10.092970191012613,-16.097618712851887,-0.016702010826944787,-1.0445404078847695,47.58547441850838,False
2024-05-16,175.42999267578125,0.0,0.055099999999999996,0.41248428150511623,11.57,O:GOOG240607C00165000,0.51,O:GOOG240607P00165000,0.22902544719719287,0.21902697069640428,0.8805300075250405,0.020223598223638332,8.58583059394107,-24.19700179333077,0.08607337990308864,-0.9764533972979218,49.50901671238388,-0.10955666036511758,0.01988215216391726,8.072371427933271,-13.589868987432743,-0.01188362849444442,-1.0059379509727,53.22357256587739,False
2024-05-17,177.2899932861328,0.0,0.055,0.40793991973974636,13.62,O:GOOG240607C00165000,0.34,O:GOOG240607P00165000,0.28552672564799136,0.22418106562523404,0.8707096201269966,0.017362447579865232,8.958911155853617,-29.986684442980767,0.0809229337942838,-0.7833268307465215,37.620525794525975,-0.0774871504600273,0.015226913506166506,6.168908480779871,-11.252474132447992,-0.008093952746918976,-0.8857915355490283,53.553090456467395,False
2024-05-20,178.4600067138672,0.0,0.055,0.40697365754548065,14.5,O:GOOG240607C00165000,0.24,O:GOOG240607P00165000,0.29676942898921366,0.237028191549067,0.8969559846069332,0.015256549456615842,7.106235121818686,-29.403075662567844,0.07173918901108668,-0.7244054846094385,36.28664280966907,-0.058423768046853675,0.012423574041471252,4.621794656046816,-10.528069237489305,-0.005256495788693681,-0.7459191302073338,46.34039422580795,False
2024-05-21,179.5399932861328,0.0,0.055,0.40634540500385297,15.2,O:GOOG240607C00165000,0.2,O:GOOG240607P00165000,0.25704693711405924,0.24779736638850797,0.9448433985139073,0.011198002180317556,4.318511565509585,-20.41902938743472,0.07188041112212876,-0.6685397686132976,41.34897781452299,-0.04902742398453308,0.010578221234169113,3.9326965572606665,-9.973705770391584,-0.004190021008660509,-0.6559441862547557,42.032659278299164,False
2024-05-22,178.0,0.0,0.054900000000000004,0.4096143010539706,12.72,O:GOOG240607C00165000,0.26,O:GOOG240607P00165000,1.0,0.2488772325285427,0.6838473115521552,0.009550143048169434,13.254997172925957,-156.77059793141385,0.04370373272642752,-0.09577413753062274,1.7072654012287216,-0.06323975131035564,0.013386276877408456,4.623967096899321,-12.50303916105916,-0.00504495035542485,-0.7361119474633934,41.907323228026456,False
2024-05-23,175.05999755859375,0.0,0.055099999999999996,0.40730585226177046,10.8,O:GOOG240607C00165000,0.37,O:GOOG240607P00165000,0.23354503078980215,0.23404236240477488,0.9069090846648769,0.02009651844380431,5.906991252171947,-24.94879139410545,0.060765298623121265,-0.9087461823918628,42.61848371815499,-0.09354269308575935,0.020125670471864233,5.928157059947391,-15.969398918088237,-0.00687703639557167,-0.9080586738250607,42.49898992285507,False
2024-05-24,176.3300018310547,0.0,0.0556,0.20638746149469483,12.45,O:GOOG240607C00165000,0.24,O:GOOG240607P00165000,0.3237807556280731,0.2361114547872976,0.8671428031335157,0.019212122979720254,7.4133862014852285,-39.120413033975446,0.05383562187270271,-0.6961338279483317,26.747155436371113,-0.06604736241076392,0.015749628650312104,4.43177405358017,-12.98894909090493,-0.004555943641001192,-0.7936319490995651,41.25801067598734,False
2024-05-28,178.02000427246094,0.0,0.055,0.16402053843710332,13.95,O:GOOG240607C00165000,0.17,O:GOOG240607P00165000,0.40110715743835407,0.2851199276694432,0.8849768127508406,0.016430816737134115,5.71830022361334,-49.78545077095813,0.039313778504293906,-0.5487774610956591,19.401613238513043,-0.04791616355640127,0.011869601743898298,2.936372237583515,-14.81119614756749,-0.00238193994278736,-0.565781871080512,27.755057789366443,False
2024-05-29,177.39999389648438,0.0,0.055,0.14364892362044582,13.1,O:GOOG240607C00165000,0.18,O:GOOG240607P00165000,0.36914606651271753,0.29279434018570577,0.9036886832435969,0.016608747236195008,4.75438784325529,-43.709955140862576,0.03627458732445242,-0.575779043170606,20.889751689518217,-0.0516504200332949,0.012980640442200504,2.947258871757054,-16.99665224569983,-0.0023021234165069506,-0.572246677743653,25.959686621288423,False
2024-05-30,173.55999755859375,0.0,0.0548,0.16931530376055962,9.81,O:GOOG240607C00165000,0.28,O:GOOG240607P00165000,0.39989462334693127,0.26278518679291657,0.8171286229848811,0.02580011452786281,6.807164282777908,-69.37573800469372,0.028914078972826954,-0.5601815766719668,13.0144451717229,-0.08837874524751133,0.023734820480873477,4.115151843652936,-23.8304339569239,-0.003421002559209238,-0.7998180755283464,27.751330379709625,False
2024-05-31,173.9600067138672,0.0,0.0548,0.15973382856476617,8.96,O:GOOG240607C00165000,0.16,O:GOOG240607P00165000,1.0,0.2534781647624622,0.6768046733600428,0.014910814642150346,8.647847418953116,-231.267318874633,0.0197635342436776,-0.11503288914161215,1.2709597933458274,-0.0600425187013125,0.019525067041405546,2.8703822432612243,-18.40086840033522,-0.0020324429485225133,-0.7144087890453804,26.743459308202354,True
2024-06-03,174.4199981689453,0.0,0.054900000000000004,0.1596816506894644,4.4,O:GOOG240705C00175000,5.08,O:GOOG240705P00175000,0.20745345659136677,0.2531502105054716,0.5219182140015325,0.03719264956196188,20.565065754337823,-29.104023310167726,0.07590020987749671,0.012358158459152722,-0.03507063851623937,-0.4771327706710353,0.030474836885428083,20.56231422251434,-24.859366753242938,-0.07736202336966876,0.02765797837686565,-0.08189136169278463,False
2024-06-04,175.1300048828125,0.0,0.0548,0.15946378747151166,4.95,O:GOOG240705C00175000,4.85,O:GOOG240705P00175000,0.21990298648067763,0.2615337985460377,0.5462623201314919,0.03531827118626574,20.217299891490793,-31.16233171056051,0.0769945135263448,-0.09398883243817192,0.5573355534646958,-0.4566463800802625,0.02972086247850846,20.234003397278283,-26.52685091766863,-0.07199170338038074,-0.0495756640133243,0.2754150298488368,False
2024-06-05,177.07000732421875,0.0,0.0548,0.1508993377959541,5.9,O:GOOG240705C00175000,3.51,O:GOOG240705P00175000,0.21529559478006563,0.23924634255429084,0.6157657031352748,0.03496605908996831,19.386654540105532,-31.06010412406304,0.08470935323545443,-0.412866455491678,6.167744869139054,-0.393030483875348,0.03167059166049105,19.512931712992646,-24.412775750161398,-0.060044279801605205,-0.32603875844720104,4.4909298690850505,False
2024-06-06,178.35000610351562,0.0,0.0548,0.14565612138331724,6.81,O:GOOG240705C00175000,2.8,O:GOOG240705P00175000,0.2249419103175468,0.23032353528141541,0.6552380883810384,0.03258409640452095,18.511008977102655,-32.252646227303224,0.08737850225320808,-0.5503952186840749,11.050194637265523,-0.3476526904193942,0.03192154774201764,18.568477197362913,-23.381258993633583,-0.05145275631178282,-0.5242007697492439,10.317868611116019,False
2024-06-07,175.9499969482422,0.0,0.0547,0.15574314782979917,5.0,O:GOOG240705C00175000,3.5,O:GOOG240705P00175000,0.21221793873069023,0.2217680616513163,0.5764748007937038,0.037877043410011475,19.076754800619746,-31.679920458597444,0.07392363324656918,-0.24749147587984766,2.3255621028661815,-0.42576591789986895,0.036285334364131824,19.09749759386083,-23.334214600269163,-0.06011165871989402,-0.2223076899555447,2.0269853255112253,False
2024-06-10,176.6300048828125,0.2,0.0547,0.1523960458494714,5.2,O:GOOG240705C00175000,2.75,O:GOOG240705P00175000,0.21587872009314765,0.20655583731126861,0.6020604581083122,0.03867496502187158,17.828652085347958,-33.648142471665,0.06922788614333729,-0.36137805571353776,4.319870006152269,-0.39440140967494297,0.04032296720620318,17.785607393498093,-22.87553428054516,-0.04956408139402118,-0.3984301419346441,4.931833503928837,False
2024-06-11,178.19000244140625,0.0,0.0546,0.15430417948560116,6.1,O:GOOG240705C00175000,2.31,O:GOOG240705P00175000,0.2162635694214098,0.21786316047334303,0.6621342609579898,0.03700312976587682,16.695887516180594,-33.584222891328615,0.07351832809964663,-0.6132955904797756,11.717806193426275,-0.33883954917965464,0.03677224927085399,16.714434190314694,-24.28647558771819,-0.04119117542213543,-0.6043079322355691,11.472588384191766,False
2024-06-12,179.55999755859375,0.0,0.0547,0.1549711275147775,7.0,O:GOOG240705C00175000,1.57,O:GOOG240705P00175000,0.21937107641685527,0.20172587651924961,0.711365971082853,0.03455339431611779,15.389583827383873,-33.410496803937924,0.07602617540618169,-0.7820939737463027,19.642124264939135,-0.27374924895761577,0.036627085099636525,15.001019021746687,-21.253216438803456,-0.03194145196203904,-0.9091741501270008,24.64168147623198,False
2024-06-13,176.74000549316406,0.0,0.0547,0.16336500953079694,4.99,O:GOOG240705C00175000,2.18,O:GOOG240705P00175000,0.21630179329088578,0.18648731041277344,0.6083348162075626,0.040942964966201964,16.662554938432024,-35.526694182417636,0.06175485756825643,-0.3940759806637058,4.700398796347619,-0.37788436720364615,0.046989554122921474,16.487423522113296,-21.75095420167614,-0.041540869896722,-0.5406875819885412,7.294851353167798,False
2024-06-14,178.3699951171875,0.0,0.0547,0.1635700456521302,5.65,O:GOOG240705C00175000,1.82,O:GOOG240705P00175000,0.19733991242755694,0.20324484274738558,0.6890727335930007,0.04185366294433135,15.108490458825992,-32.342589494696504,0.06741842307060324,-0.7982014375537265,16.838088155550583,-0.31551086456362065,0.04089433546411319,15.20391246792127,-23.695037393130576,-0.03340317861202696,-0.7548065700473932,15.505110896475436,False
2024-06-17,178.77999877929688,0.0,0.0545,0.15963347731111577,5.8,O:GOOG240705C00175000,1.55,O:GOOG240705P00175000,0.20724292511611056,0.20719811065789084,0.7074260367429677,0.04178914585004716,13.641538353824117,-35.26012294360096,0.05946954874021383,-0.8290565571421274,17.961474701871676,-0.29253680222758427,0.041795717262813045,13.640733181989226,-25.740704923785913,-0.026537854198840388,-0.8293827751593323,17.97210107310921,False
2024-06-18,176.4499969482422,0.0,0.054000000000000006,0.16475902399510398,4.33,O:GOOG240705C00175000,2.23,O:GOOG240705P00175000,0.21846527738946353,0.20411638834259446,0.5994667237230767,0.046471911031825755,14.712109875669597,-40.00586122916061,0.047216436049707926,-0.36236537783314765,3.475692979405608,-0.394936601337171,0.0495520656543453,14.65688383641836,-28.255392352747712,-0.03347245874638687,-0.41958925194612084,4.256300377443062,False
2024-06-20,177.7100067138672,0.0,0.0542,0.16537896515802764,4.89,O:GOOG240705C00175000,1.58,O:GOOG240705P00175000,0.21747120220029728,0.2013277944937972,0.6632069945794012,0.04661397820809296,13.147486244637259,-40.933649366014826,0.046393642488455455,-0.6331475041500875,9.60479694719052,-0.3257767057464994,0.04968866654393987,12.974358055159769,-28.578825106109548,-0.024424550540218457,-0.7351166832886369,11.955772134521434,False
2024-06-21,180.25999450683594,0.0,0.0542,0.1704013037436666,6.75,O:GOOG240705C00175000,0.83,O:GOOG240705P00175000,0.22933315478010471,0.2008679808988122,0.7667837452360422,0.037809143997897914,10.7994144503158,-39.43289206803511,0.050392500256222335,-0.9118809213799338,23.437658201518087,-0.20453382542559173,0.04002610520593896,10.013607505247235,-24.194865572194615,-0.014450095207871652,-1.1105800631719704,32.355928910797864,False
2024-06-24,180.7899932861328,0.0,0.0542,0.15788550963649908,6.86,O:GOOG240705C00175000,0.59,O:GOOG240705P00175000,0.23157766548863062,0.20792057040921086,0.8080285242629024,0.03758648614272192,8.568003514612323,-40.48744858468252,0.04192904000661009,-0.9793304849468188,26.751653447098363,-0.16717779760896256,0.03837652676958821,7.85442437519586,-25.442989010166226,-0.009280076714044155,-1.1189095125971498,33.88971462305949,False
2024-06-25,185.5800018310547,0.0,0.054299999999999994,0.18013353538128618,11.0,O:GOOG240705C00175000,0.18,O:GOOG240705P00175000,0.228125690943019,0.233929969032654,0.9466671934249326,0.015498096374493354,3.333685907358147,-22.83088003308226,0.04508761108533837,-0.7498336916065572,37.147806262463305,-0.057711260325630676,0.016084924226844103,3.547946050748893,-14.566013710107617,-0.0029815347835463434,-0.7584479394053351,36.66435656619287,False
2024-06-26,185.3699951171875,0.0,0.054400000000000004,0.1786493459533536,11.0,O:GOOG240705C00175000,0.14,O:GOOG240705P00175000,0.2936264095248051,0.2299640133070697,0.903390806055488,0.020028092441589214,4.979272146375682,-38.17885435576302,0.03855315383344998,-0.7314046632490065,27.691066230203308,-0.049477911842307654,0.015284329500286116,2.976030876854062,-13.380653334843123,-0.002294469062000131,-0.7177482007344107,34.459189082252315,False
2024-06-27,186.86000061035156,0.0,0.0548,0.17856760775378927,12.03,O:GOOG240705C00175000,0.08,O:GOOG240705P00175000,1.0,0.2428312644590468,0.7002729805412167,0.01256753955642322,9.61131287759787,-225.60538303779714,0.024769081286723078,-0.13109208163892583,1.903950519861299,-0.030327696528342662,0.010223912419330891,1.8986904941735707,-10.210230150561822,-0.0012587615916323962,-0.520254204227955,26.990719936851363,False
2024-06-28,183.4199981689453,0.0,0.0547,0.17300742847692016,10.9,O:GOOG240705C00175000,0.11,O:GOOG240705P00175000,0.5636827204080066,0.21126330330662127,0.7436540386205405,0.022496355248333065,8.176135274335145,-127.10380163987861,0.0240522151078647,-0.32938225914306396,5.475341433038002,-0.048736493790926705,0.018836915585256554,2.5658723254658913,-13.647346926554185,-0.0017342842768856448,-0.7786823023229518,32.76752790101226,True
2024-07-01,184.49000549316406,0.0,0.0548,0.173320419975983,6.68,O:GOOG240802C00185000,6.6,O:GOOG240802P00185000,0.2983191607015264,0.3119412021498775,0.526812413119862,0.02443396003886485,21.736041222962754,-41.966011801433396,0.0792983435918191,0.02807407319808204,-0.10311250367755348,-0.47278683232186935,0.023365368545005337,21.734558285431213,-33.55154576627325,-0.08220074604651773,0.03070616802543118,-0.11446813115715343,False
2024-07-02,186.61000061035156,0.0,0.0548,0.17590559876610065,8.05,O:GOOG240802C00185000,5.45,O:GOOG240802P00185000,0.3131309863908682,0.30695198982047306,0.5759655781337328,0.02300875855671239,21.29416087155689,-44.7300483849186,0.08439039133468577,-0.12553586625137364,1.3075114145865814,-0.4232361811416119,0.02346271578117836,21.28580261659504,-33.8642147467333,-0.07165867829311241,-0.13290884892246022,1.3990326155465573,False
2024-07-03,187.38999938964844,0.0,0.054900000000000004,0.17591120171570654,8.25,O:GOOG240802C00185000,4.95,O:GOOG240802P00185000,0.306702721075137,0.3029696388848636,0.5953322204664854,0.023525491998350138,20.8103887680189,-44.52577573430211,0.08485363813540255,-0.19379027539252322,2.51114132573044,-0.40393304505400973,0.023804426288655735,20.800830637752064,-33.936246226466366,-0.06623656103994237,-0.19988027406568323,2.610414146259401,False
2024-07-05,191.9600067138672,0.0,0.0548,0.18939640338671293,11.3,O:GOOG240802C00185000,3.55,O:GOOG240802P00185000,0.324448366814332,0.32367506057441103,0.6924463165347318,0.020387973327832435,18.685682653453462,-46.20671504085048,0.09323520843225166,-0.4474883775774792,11.958278143149187,-0.3072068073609059,0.02042653493407532,18.676403951051462,-36.00182127044138,-0.047928809924689,-0.4496386138442626,12.039323600595305,False
2024-07-08,190.47999572753906,0.0,0.0548,0.1935151359392584,10.36,O:GOOG240802C00185000,3.98,O:GOOG240802P00185000,0.3496054705568335,0.3382535014659997,0.6575903978021115,0.02108784879650773,18.308764061109525,-53.05456629290881,0.07864326910596661,-0.33043198563641546,6.683759951989621,-0.33852279370452953,0.021700754349938102,18.229118207051272,-41.29138291681309,-0.04685956214819458,-0.35471324486776074,7.3623193512456195,False
2024-07-09,190.44000244140625,0.0,0.0545,0.1837059549438712,10.05,O:GOOG240802C00185000,3.7,O:GOOG240802P00185000,0.3420659361930255,0.3281071119744019,0.6610036160288449,0.021917783831109917,17.866679269382683,-52.81814050252812,0.07611106710492821,-0.35043122674153165,7.102851469138414,-0.33388386437697637,0.022715480000978932,17.76130762628178,-40.6774561224177,-0.0442118071110256,-0.3826885162983053,8.01839916287672,False
2024-07-10,192.66000366210938,0.0,0.0546,0.1856857814426391,11.19,O:GOOG240802C00185000,3.2,O:GOOG240802P00185000,0.3274355370061338,0.3459664001594449,0.7179273981601658,0.021340547894782833,16.332479331188544,-49.40403952346987,0.08005189838875623,-0.5102202459789764,14.225403239475645,-0.29104593315464444,0.020499792814431553,16.57693117282542,-42.301331792759825,-0.037324488503506205,-0.459381776600415,12.22246168340599,False
2024-07-11,187.3000030517578,0.0,0.0548,0.21705940181738298,8.15,O:GOOG240802C00185000,5.25,O:GOOG240802P00185000,0.36247243370176047,0.36301078243633805,0.5872499677598266,0.023368216397094695,17.898167765495852,-59.43532668014065,0.061342156237599574,-0.14127400721937455,1.4317876187812488,-0.4128259376180705,0.023334563556318053,17.898936713265744,-49.41172979972396,-0.04973553966504057,-0.14071973206296984,1.424909128485363,False
2024-07-12,186.77999877929688,0.0,0.0547,0.21697463081430077,7.84,O:GOOG240802C00185000,5.1,O:GOOG240802P00185000,0.37144118145293514,0.34983562408979973,0.5743095326604811,0.02356419937717896,17.556281964861153,-62.149302963297174,0.05716687775481254,-0.1037329880736734,0.8704245338454839,-0.42324957349237646,0.02498983118831259,17.53545991735304,-48.745235326580506,-0.048384548972624876,-0.1227800552603257,1.064508891145876,False
2024-07-15,188.19000244140625,0.0,0.0548,0.20720049400564844,8.32,O:GOOG240802C00185000,4.85,O:GOOG240802P00185000,0.38214432892257844,0.3957777103876274,0.6086407057378475,0.024056373103832518,16.044749688110763,-68.02912625144117,0.05234665916981623,-0.1918997689843162,2.2109134650745124,-0.3938676336756707,0.02326904313945283,16.073306740104492,-60.21461489996528,-0.03891841524912667,-0.1763336836995345,1.983503420102678,False
2024-07-16,185.5,0.0,0.0548,0.214845656165875,6.95,O:GOOG240802C00185000,5.94,O:GOOG240802P00185000,0.405358023163284,0.40291820962735875,0.5413180562671756,0.024460223701614034,15.8798253841052,-74.27243080748168,0.04350161507018599,-0.015959021860412394,0.06626557819278711,-0.4586421387592965,0.024608082833488604,15.879660024678078,-63.74585658995703,-0.04236298383511117,-0.01667265004382859,0.0692956624607951,False
2024-07-17,182.6199951171875,0.0,0.0547,0.22370423079384372,5.4,O:GOOG240802C00185000,7.3,O:GOOG240802P00185000,0.4125095903828754,0.4100593158982126,0.46849573542937434,0.02522352727408697,15.200794229295758,-75.95614618757769,0.035113128615046355,0.15945053785033125,0.4817820515920279,-0.5318966720112726,0.025372256763023855,15.199601164941996,-65.42826898278418,-0.04574837733959617,0.16085030829853772,0.4920779508009829,False
2024-07-18,179.22000122070312,0.0,0.0548,0.2292137253293449,3.92,O:GOOG240802C00185000,9.43,O:GOOG240802P00185000,0.424378544127653,0.4348949569552097,0.38212057784559184,0.024744992838519907,13.852071908378235,-75.10909472818575,0.026514846171639767,0.3468314260420888,3.777941339025834,-0.6143054113382116,0.024213425757132312,13.890395018041344,-66.99748915361769,-0.04908657764678389,0.33302564284284064,3.5143734840293366,False
2024-07-19,179.38999938964844,0.0,0.0548,0.22802057767847475,4.0,O:GOOG240802C00185000,8.95,O:GOOG240802P00185000,0.4410952183318218,0.42081433881098773,0.386259997156795,0.024698134886579473,13.437880536479975,-80.8985751339244,0.02502605144856518,0.3256637832622703,3.3063967512136343,-0.6206081993620292,0.02574992810328437,13.365980345486031,-66.77945483836508,-0.046103563670546494,0.35221863990805213,3.7986468384026213,False
2024-07-22,183.35000610351562,0.0,0.054900000000000004,0.23573189421788035,5.65,O:GOOG240802C00185000,7.05,O:GOOG240802P00185000,0.4945960847266296,0.49898234672593245,0.48317072231253655,0.025327398194190134,12.682520428159048,-108.69486091692022,0.02497831358618699,0.10317720843871302,0.13853203456381877,-0.5163793494922524,0.025105939658769064,12.683116449346388,-99.48511756633565,-0.03063681658295614,0.10198140268377472,0.13326367694366711,False
2024-07-23,183.60000610351562,0.0,0.054900000000000004,0.2356221948398842,6.0,O:GOOG240802C00185000,7.05,O:GOOG240802P00185000,0.5386326124718505,0.5326790660622327,0.49050395633244204,0.024373437615567477,12.116148544209047,-123.79856794028345,0.023013423511686105,0.08361867077064832,0.0604720223469739,-0.5099972321293132,0.02464509329426672,12.115776523900676,-112.33526363629578,-0.02756618615515892,0.08475397067919987,0.06452868351482255,False
2024-07-24,174.3699951171875,0.0,0.055,0.27857398507502795,0.42,O:GOOG240802C00185000,10.7,O:GOOG240802P00185000,0.294696177905166,0.2742174912230318,0.10994867214358994,0.023303553948418494,5.145083860275941,-31.798312850878304,0.004620554273056602,0.8120245049043857,27.267241345888362,-0.906874933735651,0.022189809322297364,4.55873680388408,-16.080567845710643,-0.041601259408801286,0.8289342217441945,29.98945334073576,False
2024-07-25,169.16000366210938,0.0,0.054900000000000004,0.2943131809776711,0.17,O:GOOG240802C00185000,14.58,O:GOOG240802P00185000,0.3518430468903458,1.0,0.04747211535387797,0.011233180284903997,2.4771188043157055,-20.327547809203775,0.0017216445080597026,0.4842501268268387,20.244222321338114,-0.6994071442557909,0.013900660105171754,8.712254599132129,-191.2884738913423,-0.030304719319559918,0.23340287389726208,3.0542393990921153,False
2024-07-26,168.67999267578125,0.0,0.054900000000000004,0.2907274210205158,0.08,O:GOOG240802C00185000,16.65,O:GOOG240802P00185000,0.3381032064841466,0.49765656076804743,0.02697734902882904,0.007889267504742226,1.4545241420452475,-13.075602641754076,0.0008567768174172266,0.3636659937923178,16.36616713834726,-0.9016090340761382,0.01492361961013147,4.049849338463126,-43.31777195222731,-0.03233768204929961,0.4738324026010065,14.28211634720188,False
2024-07-29,171.1300048828125,0.0,0.055,0.29398099463308086,0.06,O:GOOG240802C00185000,13.5,O:GOOG240802P00185000,0.3710647700663723,1.0,0.024304468036675738,0.008589256069034355,1.0221799682638348,-17.542643502692435,0.0004489225170475547,0.3093097096951575,10.92352491307487,-0.7538394998602254,0.017598474419174823,5.644131367429485,-249.70113445510952,-0.015906889754898432,0.24937979068943875,3.066478877043575,False
2024-07-30,171.86000061035156,0.0,0.055,0.29338722194174843,0.05,O:GOOG240802C00185000,14.4,O:GOOG240802P00185000,0.39757308854043777,0.8712489060020226,0.021994158376015423,0.008473916713080155,0.8173006021636213,-19.985668498129595,0.0003063586096037819,0.27060004824474415,8.489287533050625,-0.8126954044420187,0.019821951239957687,4.189568517194647,-213.72946579871518,-0.012654606382212344,0.2984957433382659,4.127900357832317,False
2024-07-31,173.14999389648438,0.0,0.054900000000000004,0.29104067483945334,0.02,O:GOOG240802C00185000,10.52,O:GOOG240802P00185000,0.3903887686690872,1.0,0.011704990649556138,0.006110914609403006,0.39164110033751026,-14.071145825838947,0.00010988194713369209,0.17973726139425678,5.219994811435574,-0.8033158615836528,0.021630915285324438,3.5510732323244305,-315.8993365173855,-0.008336269924398903,0.2570643799832857,2.8112564980215105,True
