timestamp,open,high,low,close,volume,ttm,r,k,imp_vol
2024-02-06,3.2,4.05,3.12,4.05,547,0.0848733744010951,0.0365,190.0,0.22531574820035372
2024-02-07,4.75,4.95,3.7,3.95,5641,0.082135523613963,0.0365,190.0,0.22240697387178093
2024-02-08,3.9,3.95,3.0,3.25,630,0.0793976728268309,0.0365,190.0,0.21535498881913345
2024-02-09,3.53,4.2,3.3,3.5,1607,0.0766598220396988,0.0365,190.0,0.21590385833215256
2024-02-12,3.26,3.35,2.54,2.57,2157,0.0684462696783025,0.0365,190.0,0.21628744287683402
2024-02-13,2.18,2.25,1.57,1.93,1917,0.0657084188911704,0.0365,190.0,0.2242966648001469
2024-02-14,1.98,1.98,1.17,1.5,15359,0.0629705681040383,0.0365,190.0,0.2174158397573262
2024-02-15,1.29,1.68,0.93,1.54,12563,0.0602327173169062,0.0365,190.0,0.2305009673136046
2024-02-16,1.45,1.73,1.01,1.1,4192,0.0574948665297741,0.0365,190.0,0.22952037123585128
2024-02-20,0.97,1.1,0.68,0.8,3344,0.0465434633812457,0.0365,190.0,0.2405592235777897
2024-02-21,0.85,0.97,0.6,0.79,2768,0.0438056125941136,0.0365,190.0,0.23387225306355505
2024-02-22,0.88,1.12,0.64,0.93,10167,0.0410677618069815,0.0365,190.0,0.21740006512604854
2024-02-23,1.01,1.01,0.48,0.49,8653,0.0383299110198494,0.0365,190.0,0.21101647417727587
2024-02-26,0.43,0.46,0.26,0.3,3839,0.0301163586584531,0.0365,190.0,0.2322127209067833
2024-02-27,0.27,0.7,0.2,0.45,14721,0.027378507871321,0.0365,190.0,0.24257017506036818
2024-02-28,0.44,0.52,0.24,0.27,7503,0.0246406570841889,0.0365,190.0,0.24573579579986393
2024-02-29,0.24,0.33,0.11,0.14,8204,0.0219028062970568,0.0365,190.0,0.23718193706383628
2024-03-01,0.09,0.13,0.06,0.08,10721,0.0191649555099247,0.0365,190.0,0.24789694199278262
2024-03-04,0.06,0.07,0.01,0.02,11831,0.0109514031485284,0.0365,190.0,0.3595673302821365
2024-03-05,0.03,0.03,0.01,0.02,6486,0.0082135523613963,0.0365,190.0,0.5323350452240629
2024-03-06,0.03,0.03,0.01,0.02,10641,0.0054757015742642,0.0365,190.0,0.681282559406326
2024-03-07,0.01,0.02,0.01,0.01,817,0.0027378507871321,0.0365,190.0,0.8979175987624495
2024-03-08,0.01,0.01,0.01,0.01,348,1e-09,0.0365,190.0,2.0
