timestamp,open,high,low,close,volume,imp_vol,ttm,r,k
2025-10-07,10.49,10.56,9.5,9.85,173,0.2693610525954617,0.10403832991101986,0.0365,255.0
2025-10-08,10.48,11.0,10.1,10.86,193,0.27705352513171655,0.10130047912388775,0.0365,255.0
2025-10-09,9.9,9.9,8.2,8.45,954,0.2741078618466375,0.09856262833675565,0.0365,255.0
2025-10-10,8.75,9.5,5.15,5.15,507,0.29397764507038426,0.09582477754962354,0.0365,255.0
2025-10-13,6.6,6.6,5.0,5.62,289,0.29310174904168057,0.08761122518822724,0.0365,255.0
2025-10-14,5.3,6.0,4.75,5.45,194,0.290418253935886,0.08487337440109514,0.0365,255.0
2025-10-15,6.1,7.18,5.67,6.48,273,0.30987728300819595,0.08213552361396304,0.0365,255.0
2025-10-16,5.7,5.9,4.9,5.7,293,0.31495923652434493,0.07939767282683094,0.0365,255.0
2025-10-17,5.9,7.8,5.35,7.32,1026,0.3042433396740346,0.07665982203969883,0.0365,255.0
2025-10-20,8.8,14.35,8.75,12.87,570,0.3226705640851848,0.06844626967830253,0.0365,255.0
2025-10-21,12.75,14.7,12.75,12.83,73,0.31433576564756754,0.06570841889117043,0.0365,255.0
2025-10-22,11.3,11.65,8.63,9.45,425,0.29430066274011774,0.06297056810403832,0.0365,255.0
2025-10-23,10.59,10.85,9.65,10.05,130,0.2983692097626861,0.06023271731690623,0.0365,255.0
2025-10-24,10.17,12.91,9.72,12.07,91,0.3034071009204124,0.057494866529774126,0.0365,255.0
2025-10-27,13.95,16.4,13.84,16.4,103,0.3296331340706621,0.049281314168377825,0.0365,255.0
2025-10-28,16.8,16.9,16.05,16.4,72,0.3317250984346296,0.04654346338124572,0.0365,255.0
2025-10-29,16.4,17.82,14.93,17.22,51,0.3596118431566585,0.04380561259411362,0.0365,255.0
2025-10-30,18.9,20.1,16.25,17.93,62,0.32880419686140105,0.04106776180698152,0.0365,255.0
2025-10-31,22.0,22.4,15.66,17.75,305,0.3872701823234076,0.038329911019849415,0.0365,255.0
2025-11-03,15.85,15.85,12.64,14.96,105,0.30357845777561815,0.030116358658453114,0.0365,255.0
2025-11-04,14.86,16.91,13.76,15.8,57,0.31998855023402456,0.02737850787132101,0.0365,255.0
2025-11-05,14.45,16.31,13.05,15.63,220,0.3106927350746538,0.024640657084188913,0.0365,255.0
2025-11-06,13.81,18.62,13.81,15.42,142,0.3458358068440926,0.02190280629705681,0.0365,255.0
2025-11-07,15.4,17.0,12.65,13.82,306,0.31213208885234023,0.019164955509924708,0.0365,255.0
2025-11-10,14.86,18.8,14.27,14.55,214,0.3447039589570018,0.010951403148528405,0.0365,255.0
2025-11-11,16.31,20.76,16.31,20.49,75,0.56659932378291,0.008213552361396304,0.0365,255.0
2025-11-12,18.45,20.05,17.38,18.59,27,0.6104014433078829,0.0054757015742642025,0.0365,255.0
2025-11-13,19.67,19.81,17.48,17.96,139,0.790801865086369,0.0027378507871321013,0.0365,255.0
2025-11-14,16.13,21.09,15.69,17.47,236,2.0,1e-09,0.0365,255.0
