timestamp,open,high,low,close,volume,ttm,r,k,imp_vol
2025-08-05,9.5,10.6,8.84,9.0,91,0.1040383299110198,0.0365,200.0,0.2809245891643558
2025-08-06,10.8,18.11,10.8,16.55,180,0.1013004791238877,0.0365,200.0,0.30711624056796305
2025-08-07,19.77,22.11,19.4,21.85,111,0.0985626283367556,0.0365,200.0,0.3008562352409202
2025-08-08,23.78,31.8,23.51,30.85,282,0.0958247775496235,0.0365,200.0,0.364769311781534
2025-08-11,28.0,30.27,27.57,29.05,9,0.0876112251882272,0.0365,200.0,0.37807955741503174
2025-08-12,29.53,31.65,29.53,31.65,5,0.0848733744010951,0.0365,200.0,0.41776280702917556
2025-08-13,32.71,34.0,32.6,32.6,26,0.082135523613963,0.0365,200.0,2.0
2025-08-14,33.15,33.88,32.69,33.88,3,0.0793976728268309,0.0365,200.0,0.3760049673354812
2025-08-15,32.79,33.37,31.85,32.85,16,0.0766598220396988,0.0365,200.0,0.3930220404578833
2025-08-19,32.34,32.34,32.34,32.34,1,0.0657084188911704,0.0365,200.0,0.4749283786038393
2025-08-20,28.0,28.0,27.54,27.54,2,0.0629705681040383,0.0365,200.0,0.41659337534582996
2025-08-21,25.35,25.6,25.35,25.6,4,0.0602327173169062,0.0365,200.0,0.3203330073205526
2025-08-22,29.25,29.25,28.7,28.7,5,0.0574948665297741,0.0365,200.0,0.3918695312503932
2025-08-25,28.75,28.75,28.75,28.75,10,0.0492813141683778,0.0365,200.0,0.4998550387620099
2025-08-26,28.2,29.19,28.2,29.19,32,0.0465434633812457,0.0365,200.0,2.0
2025-08-27,30.13,30.64,30.1,30.33,62,0.0438056125941136,0.0365,200.0,2.0
2025-08-28,31.02,33.57,31.02,33.43,9,0.0410677618069815,0.0365,200.0,0.524559306115385
2025-08-29,33.45,33.47,32.4,32.4,48,0.0383299110198494,0.0365,200.0,0.40817358228870565
2025-09-02,28.74,30.35,28.0,28.75,33,0.027378507871321,0.0365,200.0,2.0
2025-09-03,37.6,38.0,36.63,37.1,68,0.0246406570841889,0.0365,200.0,2.0
2025-09-04,39.37,39.93,37.08,39.35,68,0.0219028062970568,0.0365,200.0,2.0
2025-09-05,40.03,40.2,38.68,40.2,76,0.0191649555099247,0.0365,200.0,0.8244655201973917
2025-09-08,39.85,39.97,37.05,37.05,41,0.0109514031485284,0.0365,200.0,2.0
2025-09-09,36.3,38.6,33.96,34.47,24,0.0082135523613963,0.0365,200.0,0.9779073432032054
2025-09-10,32.43,32.43,26.35,26.35,75,0.0054757015742642,0.0365,200.0,2.0
2025-09-11,28.0,30.0,28.0,30.0,92,0.0027378507871321,0.0365,200.0,1.3976946850231804
2025-09-12,28.35,34.3,28.35,33.97,88,1e-09,0.0365,200.0,2.0
