timestamp,open,high,low,close,volume,imp_vol,ttm,r,k
2025-10-07,7.7,7.85,7.35,7.47,231,0.25858453012721944,0.10403832991101986,0.042,255.0
2025-10-08,7.03,7.13,6.65,6.75,56,0.2603148115032556,0.10130047912388775,0.042,255.0
2025-10-09,7.3,9.05,7.25,8.49,67,0.26102965493316443,0.09856262833675565,0.042,255.0
2025-10-10,7.88,13.65,7.61,13.65,64,0.26846874468828297,0.09582477754962354,0.04190000000000001,255.0
2025-10-13,12.65,12.9,10.95,12.0,22,0.27383744331433396,0.08761122518822724,0.04190000000000001,255.0
2025-10-14,13.78,13.78,11.65,11.65,20,0.2672527610593171,0.08487337440109514,0.04190000000000001,255.0
2025-10-15,11.1,11.1,9.85,11.05,61,0.2836547664265832,0.08213552361396304,0.042,255.0
2025-10-16,11.68,12.15,11.55,12.15,3,0.2863098406282455,0.07939767282683094,0.042,255.0
2025-10-17,12.2,12.2,8.88,9.26,242,0.2869601585165129,0.07665982203969883,0.0418,255.0
2025-10-20,7.35,7.35,4.45,5.0,422,0.3045019153059327,0.06844626967830253,0.0415,255.0
2025-10-21,4.88,4.98,4.25,4.35,191,0.2909516182706659,0.06570841889117043,0.0412,255.0
2025-10-22,4.8,7.5,4.8,6.04,197,0.3009016432180218,0.06297056810403832,0.041100000000000005,255.0
2025-10-23,5.5,5.8,4.85,4.89,258,0.2784440331152868,0.06023271731690623,0.0412,255.0
2025-10-24,4.28,4.74,3.48,3.65,110,0.2792454790300229,0.057494866529774126,0.041100000000000005,255.0
2025-10-27,2.78,3.05,2.3,2.3,426,0.3108477166609599,0.049281314168377825,0.0409,255.0
2025-10-28,2.06,2.16,1.89,1.89,254,0.2966851698361363,0.04654346338124572,0.0407,255.0
2025-10-29,1.85,2.32,1.61,1.92,401,0.3160423920762898,0.04380561259411362,0.0403,255.0
2025-10-30,1.31,1.7,1.23,1.36,1431,0.30653653612978204,0.04106776180698152,0.0405,255.0
2025-10-31,0.39,1.0,0.35,0.76,953,0.2523131111488184,0.038329911019849415,0.0406,255.0
2025-11-03,0.63,1.19,0.63,0.7,2884,0.26015546967240444,0.030116358658453114,0.0406,255.0
2025-11-04,0.81,0.9,0.52,0.62,545,0.27581271300836513,0.02737850787132101,0.04019999999999999,255.0
2025-11-05,0.7,0.9,0.36,0.45,867,0.2677496853899932,0.024640657084188913,0.04,255.0
2025-11-06,0.57,0.57,0.28,0.53,1162,0.29076594297419134,0.02190280629705681,0.04019999999999999,255.0
2025-11-07,0.52,0.77,0.33,0.39,2131,0.2678929715969966,0.019164955509924708,0.0401,255.0
2025-11-10,0.27,0.27,0.1,0.13,2921,0.29700780108875674,0.010951403148528405,0.0404,255.0
2025-11-11,0.13,0.13,0.04,0.04,2222,0.37465543499886905,0.008213552361396304,0.0404,255.0
2025-11-12,0.04,0.06,0.03,0.04,1138,0.4243257676054383,0.0054757015742642025,0.0403,255.0
2025-11-13,0.04,0.05,0.02,0.03,303,0.5628860638286234,0.0027378507871321013,0.0405,255.0
2025-11-14,0.03,0.03,0.01,0.01,185,1.0,1e-09,0.0404,255.0
