timestamp,open,high,low,close,volume,ttm,r,k,imp_vol
2024-02-06,5.6,5.65,4.2,4.2,54,0.0848733744010951,0.0365,190.0,0.14471557092926524
2024-02-07,3.52,4.4,3.4,3.94,233,0.082135523613963,0.0365,190.0,0.13719983549254583
2024-02-08,4.15,4.95,4.15,4.46,165,0.0793976728268309,0.0365,190.0,0.13144672155849152
2024-02-09,4.26,4.26,3.45,3.92,157,0.0766598220396988,0.0365,190.0,0.1303450377964827
2024-02-12,4.15,4.9,4.01,4.9,158,0.0684462696783025,0.0365,190.0,0.12696222804880547
2024-02-13,5.73,7.25,5.55,6.25,250,0.0657084188911704,0.0365,190.0,0.10099826890591376
2024-02-14,5.9,8.1,5.9,7.72,143,0.0629705681040383,0.0365,190.0,0.1679314405136022
2024-02-15,7.5,8.91,5.55,5.55,71,0.0602327173169062,0.0365,190.0,2.0
2024-02-16,7.37,8.48,7.27,8.4,39,0.0574948665297741,0.0365,190.0,2.0
2024-02-20,8.6,10.25,8.6,8.99,74,0.0465434633812457,0.0365,190.0,2.0
2024-02-21,7.9,9.5,7.9,8.37,28,0.0438056125941136,0.0365,190.0,2.0
2024-02-22,7.01,7.4,5.85,6.4,344,0.0410677618069815,0.0365,190.0,2.0
2024-02-23,6.1,7.75,6.1,7.68,69,0.0383299110198494,0.0365,190.0,2.0
2024-02-26,8.0,9.15,8.0,8.58,96,0.0301163586584531,0.0365,190.0,2.0
2024-02-27,8.63,9.95,7.38,7.61,142,0.027378507871321,0.0365,190.0,2.0
2024-02-28,7.47,9.91,7.47,8.82,62,0.0246406570841889,0.0365,190.0,2.0
2024-02-29,8.9,10.45,7.7,10.05,174,0.0219028062970568,0.0365,190.0,2.0
2024-03-01,9.93,12.5,9.8,10.34,213,0.0191649555099247,0.0365,190.0,2.0
2024-03-04,13.8,16.0,13.6,14.85,3505,0.0109514031485284,0.0365,190.0,2.0
2024-03-05,18.71,19.95,18.71,19.94,1770,0.0082135523613963,0.0365,190.0,2.0
2024-03-06,19.25,21.15,19.25,20.76,2241,0.0054757015742642,0.0365,190.0,2.0
2024-03-07,20.98,20.98,19.95,20.62,1884,0.0027378507871321,0.0365,190.0,2.0
2024-03-08,17.75,17.8,17.18,17.18,5,1e-09,0.0365,190.0,2.0
