timestamp,open,high,low,close,volume,ttm,r,k,imp_vol
2025-09-02,7.1,8.15,6.55,7.5,126,0.1040383299110198,0.0365,230.0,0.24792960474038508
2025-09-03,11.85,12.5,10.2,12.05,123,0.1013004791238877,0.0365,230.0,0.21992548142635565
2025-09-04,13.06,13.75,11.5,13.72,33,0.0985626283367556,0.0365,230.0,0.2524160321668911
2025-09-05,13.64,14.41,12.8,13.35,49,0.0958247775496235,0.0365,230.0,0.24426781331262729
2025-09-08,12.62,13.25,10.87,11.77,109,0.0876112251882272,0.0365,230.0,0.24558548985094175
2025-09-09,10.74,12.45,8.71,9.33,356,0.0848733744010951,0.0365,230.0,0.24642074440432313
2025-09-10,7.85,7.85,4.65,4.95,3645,0.082135523613963,0.0365,230.0,0.23889931299703607
2025-09-11,4.9,6.37,4.85,6.1,2672,0.0793976728268309,0.0365,230.0,0.22713452334844839
2025-09-12,5.75,8.9,5.5,8.64,1751,0.0766598220396988,0.0365,230.0,0.239984224636939
2025-09-15,10.35,11.35,9.2,10.1,388,0.0684462696783025,0.0365,230.0,0.24367776025309518
2025-09-16,10.75,13.78,10.4,12.0,541,0.0657084188911704,0.0365,230.0,0.2913577846009748
2025-09-17,12.55,12.75,11.0,11.55,339,0.0629705681040383,0.0365,230.0,0.24555331678359174
2025-09-18,12.75,12.8,10.0,10.85,258,0.0602327173169062,0.0365,230.0,0.25794632713076415
2025-09-19,13.5,17.6,13.0,17.0,380,0.0574948665297741,0.0365,230.0,0.27263880426500964
2025-09-22,18.65,27.55,18.65,26.8,284,0.0492813141683778,0.0365,230.0,0.3310189747087911
2025-09-23,27.45,27.45,24.6,25.06,160,0.0465434633812457,0.0365,230.0,0.3151240275969961
2025-09-24,23.7,23.7,22.49,23.0,29,0.0438056125941136,0.0365,230.0,0.3153965134578489
2025-09-25,23.0,27.8,23.0,27.0,67,0.0410677618069815,0.0365,230.0,0.231522161854093
2025-09-26,25.35,27.1,25.3,25.8,82,0.0383299110198494,0.0365,230.0,0.31478119253784287
2025-09-29,24.6,24.97,23.88,24.97,41,0.0301163586584531,0.0365,230.0,0.39843820694381904
2025-09-30,25.43,25.95,24.14,24.57,38,0.027378507871321,0.0365,230.0,2.0
2025-10-01,27.63,27.63,25.96,26.01,37,0.0246406570841889,0.0365,230.0,0.4656590623066374
2025-10-02,24.83,28.41,24.83,27.65,134,0.0219028062970568,0.0365,230.0,0.5134369465892529
2025-10-03,28.18,29.35,27.69,27.79,1350,0.0191649555099247,0.0365,230.0,2.0
2025-10-06,26.06,28.38,25.95,26.36,93,0.0109514031485284,0.0365,230.0,2.0
2025-10-07,26.66,26.66,26.15,26.44,11,0.0082135523613963,0.0365,230.0,0.6193566207270382
2025-10-08,26.93,28.55,26.93,28.55,232,0.0054757015742642,0.0365,230.0,1.0906649145008944
2025-10-09,26.6,26.6,23.38,24.1,191,0.0027378507871321,0.0365,230.0,1.129939114185874
2025-10-10,24.85,25.81,15.0,15.0,1325,1e-09,0.0365,230.0,2.0
