timestamp,open,high,low,close,volume,imp_vol,ttm,r,k
2025-09-02,7.15,7.98,6.6,6.77,24,0.23529693158028056,0.10403832991101986,0.044000000000000004,230.0
2025-09-03,4.2,4.6,3.5,3.52,86,0.2410717809586551,0.10130047912388775,0.0435,230.0
2025-09-04,3.58,3.58,2.75,2.75,469,0.22765684931596378,0.09856262833675565,0.0433,230.0
2025-09-05,2.65,3.05,2.46,2.77,295,0.23032916445601814,0.09582477754962354,0.0429,230.0
2025-09-08,2.84,3.35,2.48,2.98,404,0.2277068961340827,0.08761122518822724,0.0426,230.0
2025-09-09,3.08,4.4,2.95,3.9,493,0.22189895975147012,0.08487337440109514,0.0425,230.0
2025-09-10,5.12,7.7,5.05,7.25,634,0.21951837360948345,0.08213552361396304,0.042300000000000004,230.0
2025-09-11,7.05,7.15,5.08,5.1,100,0.2047265652497678,0.07939767282683094,0.042199999999999994,230.0
2025-09-12,5.05,5.45,3.65,3.73,464,0.22099460118881825,0.07665982203969883,0.0424,230.0
2025-09-15,2.77,3.31,2.53,2.76,1349,0.22824266452978648,0.06844626967830253,0.042199999999999994,230.0
2025-09-16,2.6,2.74,1.83,2.21,424,0.22534666837917983,0.06570841889117043,0.042,230.0
2025-09-17,2.06,2.37,1.88,2.09,887,0.2345259320891354,0.06297056810403832,0.0417,230.0
2025-09-18,1.76,2.45,1.5,2.13,759,0.22665412889652317,0.06023271731690623,0.042,230.0
2025-09-19,1.48,1.56,0.85,0.94,660,0.24658802924052844,0.057494866529774126,0.04190000000000001,230.0
2025-09-22,0.69,0.69,0.39,0.4,691,0.3064158949444571,0.049281314168377825,0.0417,230.0
2025-09-23,0.39,0.45,0.35,0.43,608,0.3050153909627806,0.04654346338124572,0.0416,230.0
2025-09-24,0.36,0.47,0.36,0.39,87,0.2876470842630789,0.04380561259411362,0.0418,230.0
2025-09-25,0.35,0.45,0.26,0.26,523,0.3140498391312467,0.04106776180698152,0.0424,230.0
2025-09-26,0.34,0.34,0.17,0.19,350,0.29414970587995243,0.038329911019849415,0.042199999999999994,230.0
2025-09-29,0.19,0.2,0.15,0.15,213,0.3074702175228505,0.030116358658453114,0.042199999999999994,230.0
2025-09-30,0.12,0.14,0.11,0.12,341,0.3124045655887559,0.02737850787132101,0.042,230.0
2025-10-01,0.1,0.12,0.09,0.1,298,0.3280519872561997,0.024640657084188913,0.0417,230.0
2025-10-02,0.08,0.1,0.06,0.06,507,0.33976669065097176,0.02190280629705681,0.042300000000000004,230.0
2025-10-03,0.07,0.07,0.03,0.04,309,0.35318176756863523,0.019164955509924708,0.0424,230.0
2025-10-06,0.05,0.05,0.02,0.03,461,0.4317449726926959,0.010951403148528405,0.042199999999999994,230.0
2025-10-07,0.03,0.03,0.02,0.02,88,0.47174042537614036,0.008213552361396304,0.042,230.0
2025-10-08,0.01,0.02,0.01,0.01,70,0.5631791902962882,0.0054757015742642025,0.042,230.0
2025-10-09,0.01,0.02,0.01,0.01,97,0.6965108528676753,0.0027378507871321013,0.042,230.0
2025-10-10,0.01,0.01,0.01,0.01,473,1.0,1e-09,0.04190000000000001,230.0
