timestamp,open,high,low,close,volume,imp_vol,ttm,r,k
2025-08-05,9.5,10.6,8.84,9.0,91,0.2815219120418654,0.10403832991101986,0.0449,200.0
2025-08-06,10.8,18.11,10.8,16.55,180,0.308520008682347,0.10130047912388775,0.044800000000000006,200.0
2025-08-07,19.77,22.11,19.4,21.85,111,0.3033230339556006,0.09856262833675565,0.0449,200.0
2025-08-08,23.78,31.8,23.51,30.85,282,0.3690181502795115,0.09582477754962354,0.044800000000000006,200.0
2025-08-11,28.0,30.27,27.57,29.05,9,0.3831768402778324,0.08761122518822724,0.0446,200.0
2025-08-12,29.53,31.65,29.53,31.65,5,0.42358416225149803,0.08487337440109514,0.0444,200.0
2025-08-13,32.71,34.0,32.6,32.6,26,1.0,0.08213552361396304,0.0444,200.0
2025-08-14,33.15,33.88,32.69,33.88,3,0.38547424580213957,0.07939767282683094,0.044800000000000006,200.0
2025-08-15,32.79,33.37,31.85,32.85,16,0.4018727939081614,0.07665982203969883,0.044800000000000006,200.0
2025-08-19,32.34,32.34,32.34,32.34,1,0.483946391646505,0.06570841889117043,0.0446,200.0
2025-08-20,28.0,28.0,27.54,27.54,2,0.42594828359681525,0.06297056810403832,0.044500000000000005,200.0
2025-08-21,25.35,25.6,25.35,25.6,4,0.335034180588732,0.06023271731690623,0.0449,200.0
2025-08-22,29.25,29.25,28.7,28.7,5,0.405751366560696,0.057494866529774126,0.0447,200.0
2025-08-25,28.75,28.75,28.75,28.75,10,0.5120342445666033,0.049281314168377825,0.044500000000000005,200.0
2025-08-26,28.2,29.19,28.2,29.19,32,1.0,0.04654346338124572,0.044199999999999996,200.0
2025-08-27,30.13,30.64,30.1,30.33,62,1.0,0.04380561259411362,0.044199999999999996,200.0
2025-08-28,31.02,33.57,31.02,33.43,9,0.5463429610049051,0.04106776180698152,0.044199999999999996,200.0
2025-08-29,33.45,33.47,32.4,32.4,48,0.4520272645601265,0.038329911019849415,0.0441,200.0
2025-09-02,28.74,30.35,28.0,28.75,33,1.0,0.02737850787132101,0.044000000000000004,200.0
2025-09-03,37.6,38.0,36.63,37.1,68,1.0,0.024640657084188913,0.0435,200.0
2025-09-04,39.37,39.93,37.08,39.35,68,1.0,0.02190280629705681,0.0433,200.0
2025-09-05,40.03,40.2,38.68,40.2,76,0.8751294142034598,0.019164955509924708,0.0429,200.0
2025-09-08,39.85,39.97,37.05,37.05,41,1.0,0.010951403148528405,0.0426,200.0
2025-09-09,36.3,38.6,33.96,34.47,24,1.0839101912904472,0.008213552361396304,0.0425,200.0
2025-09-10,32.43,32.43,26.35,26.35,75,1.0,0.0054757015742642025,0.042300000000000004,200.0
2025-09-11,28.0,30.0,28.0,30.0,92,1.6122524147116466,0.0027378507871321013,0.042199999999999994,200.0
2025-09-12,28.35,34.3,28.35,33.97,88,1.0,1e-09,0.0424,200.0
